smi,mass,z,ccs,name,superclass,class,subclass,adduct,tag
Oc1ccc2c(c1)OC[C@]1(O)Cc3cc(O)c(O)cc3[C@H]21,309.0739,1,164.7,Brazilin,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,CCSBASE
Oc1ccc2c(c1)OC[C@]1(O)Cc3cc(O)c(O)cc3[C@H]21,325.0478,1,162.6,Brazilin,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+K]+,CCSBASE
Oc1ccc2c(c1)OC[C@]1(O)Cc3cc(O)c(O)cc3[C@H]21,269.0813,1,154.2,Brazilin,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H-H2O]+,CCSBASE
C#CCNC(=O)c1cc2c(s1)-c1ccccc1OC2,270.0583,1,161.97,"N-(prop-2-yn-1-yl)-4H-thieno[3,2-c]chromene-2-carboxamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
C#CCNC(=O)c1cc2c(s1)-c1ccccc1OC2,268.0438,-1,162.53,"N-(prop-2-yn-1-yl)-4H-thieno[3,2-c]chromene-2-carboxamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
CCNc1cc2oc3cc(=[NH+]CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,443.2329205,1,217.33,Rhodamine 6G,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-Cl]+,ACS
CCNc1cc2oc3cc(=[NH+]CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,443.2329,1,216.05,Rhodamine 6G,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M]+,CCSBASE
CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,311.2006,1,182.2,CANNABINOL,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
O=c1c2ccccc2oc2ccc(O)cc12,213.0551,1,137.1,2-methoxyxanthone_met006,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
O=C(COC(=O)C1c2ccccc2Oc2ccccc21)NCc1ccco1,364.1179,1,188.81,[(furan-2-ylmethyl)carbamoyl]methyl 9H-xanthene-9-carboxylate,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
Cc1ccc2oc(C(=O)N3CCN(C(=O)C4COc5ccccc5O4)CC3)cc(=O)c2c1,435.1551,1,193.65,"2-[4-(2,3-dihydro-1,4-benzodioxine-2-carbonyl)piperazine-1-carbonyl]-6-methylchromen-4-one",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
Cc1ccc2oc(C(=O)N3CCN(C(=O)C4COc5ccccc5O4)CC3)cc(=O)c2c1,457.137,1,196.5,"2-[4-(2,3-dihydro-1,4-benzodioxine-2-carbonyl)piperazine-1-carbonyl]-6-methylchromen-4-one",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,METLIN
CN(CCOc1ccccc1Cl)C(=O)C1=Cc2ccccc2OC1,344.1048,1,180.38,N-[2-(2-chlorophenoxy)ethyl]-N-methyl-2H-chromene-3-carboxamide,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
CN(CCOc1ccccc1Cl)C(=O)C1=Cc2ccccc2OC1,366.0867,1,191.09,N-[2-(2-chlorophenoxy)ethyl]-N-methyl-2H-chromene-3-carboxamide,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,METLIN
O=C(COC(=O)C1c2ccccc2Oc2ccccc21)NCc1cccs1,380.0951,1,188.79,[(thiophen-2-ylmethyl)carbamoyl]methyl 9H-xanthene-9-carboxylate,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
O=C(COC(=O)C1c2ccccc2Oc2ccccc21)NCc1cccs1,378.0806,-1,202.98,[(thiophen-2-ylmethyl)carbamoyl]methyl 9H-xanthene-9-carboxylate,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
O=c1c2ccccc2oc2ccccc12,219.0422,1,139.1,Xanthone,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,CCSBASE
O=c1c2ccccc2oc2ccccc12,235.0161,1,149.6,Xanthone,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+K]+,CCSBASE
O=c1c2ccccc2oc2ccccc12,179.0496,1,137.1,Xanthone,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H-H2O]+,CCSBASE
O=C(CSc1nc2ncc(Cl)cc2[nH]1)NC1CCOc2ccccc21,375.0677,1,195.24,"2-({6-chloro-1H-imidazo[4,5-b]pyridin-2-yl}sulfanyl)-N-(3,4-dihydro-2H-1-benzopyran-4-yl)acetamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
O=C(CSc1nc2ncc(Cl)cc2[nH]1)NC1CCOc2ccccc21,373.0531,-1,181.18,"2-({6-chloro-1H-imidazo[4,5-b]pyridin-2-yl}sulfanyl)-N-(3,4-dihydro-2H-1-benzopyran-4-yl)acetamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
COc1cc2oc3cc(OC)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C,461.194,1,196.6,"1-hydroxy-3,6,7-trimethoxy-2,8-diprenylxanthone",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,CCSBASE
COc1cc2oc3cc(OC)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C,421.2014,1,189.0,"1-hydroxy-3,6,7-trimethoxy-2,8-diprenylxanthone",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H-H2O]+,CCSBASE
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,333.0758,1,171.54,Fluorescein sodium,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,331.0612,-1,176.21,Fluorescein sodium,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,CCSBASE
COc1ccc2c(=O)c(CC(=O)O)coc2c1,235.0601,1,143.1,ANHYDROBRAZILIC ACID,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
O=C(O)c1cc(=O)c2ccccc2o1,228.9903,1,146.4,Chromocarb,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+K]+,CCSBASE
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)O)C4=O)C3=O,629.3109,1,239.0,GAMBOGIC ACID,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
CCOC(=O)N1CCC2(CC1)CC(=O)c1ccccc1O2,290.1387,1,172.74,"ethyl 4-oxo-3H-spiro[1-benzopyran-2,4'-piperidine]-1'-carboxylate",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
CC(C)=CCc1c(O)cc2oc(C)cc(=O)c2c1O,261.1122,1,154.2,PEUCENIN,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
CC(C)=CCc1c(O)cc2oc(C)cc(=O)c2c1O,261.1127,1,153.8,Peucenin,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
CC(C)=CCc1c(O)cc2oc(C)cc(=O)c2c1O,243.1021,1,147.9,Peucenin,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H-H2O]+,CCSBASE
CCOc1ccc(NC(N)=O)cc1,181.0972,1,142.03,Dulcin,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
CCN1CCN(C(=O)c2cc(=O)c3cc(C)ccc3o2)CC1,301.1547,1,182.17,2-(4-ethylpiperazine-1-carbonyl)-6-methylchromen-4-one,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
CN1CCC2(CC1)CC(NC=O)c1ccccc1O2,261.1598,1,163.97,"N-{1'-methyl-3,4-dihydrospiro[1-benzopyran-2,4'-piperidin]-4-yl}formamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
CN1CCC2(CC1)CC(NC=O)c1ccccc1O2,283.1417,1,188.06,"N-{1'-methyl-3,4-dihydrospiro[1-benzopyran-2,4'-piperidin]-4-yl}formamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,METLIN
CC(C)CCCC1(C)C=Cc2c(O)c3c(c(CCC(C)C)c2O1)OC12C(CC4CC1C(C)(C)OC2(CCC(C)C(=O)O)C4O)C3=O,639.3892,1,251.0,DECAHYDROGAMBOGIC ACID,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1ccc(F)cc1)[C@@H](O)C(C)(C)O2,358.1449,1,182.17,Carabersat,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1ccc(F)cc1)[C@@H](O)C(C)(C)O2,340.1344,1,180.38,Carabersat,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H-H2O]+,CCSBASE
CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1ccc(F)cc1)[C@@H](O)C(C)(C)O2,396.1008,1,192.63,Carabersat,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+K]+,CCSBASE
CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1ccc(F)cc1)[C@@H](O)C(C)(C)O2,380.1269,1,190.45,Carabersat,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,CCSBASE
CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1ccc(F)cc1)[C@@H](O)C(C)(C)O2,356.1303,-1,187.04,Carabersat,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,CCSBASE
CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1ccc(F)cc1)[C@@H](O)C(C)(C)O2,338.1192,-1,184.93,Carabersat,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H-H2O]-,CCSBASE
O=C(c1cc(=O)c2ccccc2o1)N1CCN(S(=O)(=O)C=Cc2ccccc2)CC1,425.1166,1,203.74,2-[4-(2-phenylethenesulfonyl)piperazine-1-carbonyl]chromen-4-one,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
O=C(c1cc(=O)c2ccccc2o1)N1CCN(S(=O)(=O)C=Cc2ccccc2)CC1,447.0985,1,209.75,2-[4-(2-phenylethenesulfonyl)piperazine-1-carbonyl]chromen-4-one,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,METLIN
CC(C)N(C(=O)COC(=O)C1c2ccccc2Oc2ccccc21)c1ccccc1,402.17,1,196.42,[isopropyl(phenyl)carbamoyl]methyl 9H-xanthene-9-carboxylate,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
CC(C)N(C(=O)COC(=O)C1c2ccccc2Oc2ccccc21)c1ccccc1,424.1519,1,202.49,[isopropyl(phenyl)carbamoyl]methyl 9H-xanthene-9-carboxylate,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,METLIN
COc1ccccc1NC(=O)COC(=O)C1c2ccccc2Oc2ccccc21,390.1336,1,187.3,[(2-methoxyphenyl)carbamoyl]methyl 9H-xanthene-9-carboxylate,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
COc1ccccc1NC(=O)COC(=O)C1c2ccccc2Oc2ccccc21,388.119,-1,190.15,[(2-methoxyphenyl)carbamoyl]methyl 9H-xanthene-9-carboxylate,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
O=C1Oc2ccccc2C(=O)C1=CNc1ccc(F)cc1,284.0717,1,164.28,"3-{[(4-fluorophenyl)amino]methylidene}-1-benzopyran-2,4-dione",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
O=C1Oc2ccccc2C(=O)C1=CNc1ccc(F)cc1,306.0537,1,203.25,"3-{[(4-fluorophenyl)amino]methylidene}-1-benzopyran-2,4-dione",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,METLIN
O=C(Cn1c(-c2cscn2)nc2ccccc21)NC1CCOc2ccccc21,391.1223,1,192.57,"N-(3,4-dihydro-2H-1-benzopyran-4-yl)-2-[2-(1,3-thiazol-4-yl)-1,3-benzodiazol-1-yl]acetamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
O=C(Cn1c(-c2cscn2)nc2ccccc21)NC1CCOc2ccccc21,389.1078,-1,201.9,"N-(3,4-dihydro-2H-1-benzopyran-4-yl)-2-[2-(1,3-thiazol-4-yl)-1,3-benzodiazol-1-yl]acetamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21OC(=O)c2ccccc21,443.2329,1,218.29,Rhodamine B base,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,ACS
CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21OC(=O)c2ccccc21,465.21479999999997,1,231.39,Rhodamine B base,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,ACS
CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21OC(=O)c2ccccc21,443.2329,1,216.34,C.I. Solvent Red 49,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
O=C(NC1CCS(=O)(=O)C1)C1c2ccccc2Oc2ccccc21,344.0951,1,176.41,"N-(1,1-dioxo-1lambda6-thiolan-3-yl)-9H-xanthene-9-carboxamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
O=C(NC1CCS(=O)(=O)C1)C1c2ccccc2Oc2ccccc21,342.0806,-1,189.87,"N-(1,1-dioxo-1lambda6-thiolan-3-yl)-9H-xanthene-9-carboxamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
O=C(Cc1ccsc1)NCC1COc2ccccc2C1,288.1053,1,165.49,"N-(3,4-dihydro-2H-1-benzopyran-3-ylmethyl)-2-(thiophen-3-yl)acetamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
O=C(Cc1ccsc1)NCC1COc2ccccc2C1,286.0907,-1,171.61,"N-(3,4-dihydro-2H-1-benzopyran-3-ylmethyl)-2-(thiophen-3-yl)acetamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,315.2319,1,184.0,THC,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
Cc1c(C(=O)NC2CCOc3ccccc32)oc2ccc(Br)cc12,384.0241,-1,187.6,"5-bromo-N-(3,4-dihydro-2H-1-benzopyran-4-yl)-3-methyl-1-benzofuran-2-carboxamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
COc1cc(O)c2c(=O)cc(C)oc2c1CC=C(C)C,275.1278,1,161.7,"HETEROPEUCENIN, METHYL ETHER",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
O=C(NC1CCOc2ccccc21)c1c(Cl)cccc1Cl,320.0251,-1,170.09,"2,6-dichloro-N-(3,4-dihydro-2H-1-benzopyran-4-yl)benzamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
O=C(O)C1OC(Oc2ccc3oc4ccccc4c(=O)c3c2)C(O)C(O)C1O,389.0872,1,178.3,2-methoxyxanthone_met004,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
O=C(O)C1OC(Oc2ccc3oc4ccccc4c(=O)c3c2)C(O)C(O)C1O,411.0692,1,188.1,2-methoxyxanthone_met004,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,CCSBASE
CN(CCC#N)C(=O)COC(=O)C1c2ccccc2Oc2ccccc21,349.1194,-1,180.89,[(2-cyanoethyl)(methyl)carbamoyl]methyl 9H-xanthene-9-carboxylate,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
O=C(c1cc(=O)c2ccccc2o1)N1CCN(Cc2ccc3c(c2)CCO3)CC1,391.1652,1,204.55,"2-[4-(2,3-dihydro-1-benzofuran-5-ylmethyl)piperazine-1-carbonyl]chromen-4-one",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
CC(=O)NCCNC(=O)c1cc2c(s1)-c1ccccc1OC2,317.0954,1,176.61,"N-(2-{4H-thieno[3,2-c]chromen-2-ylformamido}ethyl)acetamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
CC(=O)NCCNC(=O)c1cc2c(s1)-c1ccccc1OC2,315.0809,-1,187.36,"N-(2-{4H-thieno[3,2-c]chromen-2-ylformamido}ethyl)acetamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
CC1CN(C(=O)COC(=O)C2c3ccccc3Oc3ccccc32)CC(C)O1,382.1649,1,192.67,"2-(2,6-dimethylmorpholin-4-yl)-2-oxoethyl 9H-xanthene-9-carboxylate",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
CC1CN(C(=O)COC(=O)C2c3ccccc3Oc3ccccc32)CC(C)O1,404.1468,1,198.09,"2-(2,6-dimethylmorpholin-4-yl)-2-oxoethyl 9H-xanthene-9-carboxylate",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,METLIN
CC1CN(C(=O)COC(=O)C2c3ccccc3Oc3ccccc32)CC(C)O1,380.1503,-1,186.93,"2-(2,6-dimethylmorpholin-4-yl)-2-oxoethyl 9H-xanthene-9-carboxylate",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
O=C(COC(=O)C1c2ccccc2Oc2ccccc21)NC1CCCC1,352.1543,1,186.41,(cyclopentylcarbamoyl)methyl 9H-xanthene-9-carboxylate,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
O=C(COC(=O)C1c2ccccc2Oc2ccccc21)NC1CCCC1,374.1363,1,191.61,(cyclopentylcarbamoyl)methyl 9H-xanthene-9-carboxylate,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,METLIN
O=C(Nc1nc2c(s1)CCC2)C1c2ccccc2Oc2ccccc21,349.1005,1,182.54,"N-{4H,5H,6H-cyclopenta[d][1,3]thiazol-2-yl}-9H-xanthene-9-carboxamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
O=C(Nc1nc2c(s1)CCC2)C1c2ccccc2Oc2ccccc21,347.086,-1,189.31,"N-{4H,5H,6H-cyclopenta[d][1,3]thiazol-2-yl}-9H-xanthene-9-carboxamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,642.7032,-1,206.02,Eosin,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,CCSBASE
O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,836.6623999999999,1,229.31,Erythrosin b,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,ACS
CC(NC(=O)C1COc2ccc(Cl)cc2C1)c1ccc2c(c1)OCO2,382.0817,1,178.16,"N-[1-(2H-1,3-benzodioxol-5-yl)ethyl]-6-chloro-3,4-dihydro-2H-1-benzopyran-3-carboxamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,METLIN
CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CCCC1C(C)(C)O[C@@]2(C/C=C(\C)C(=O)O)C(=O)O)C3=O,647.3215,1,245.7,GARCINOLIC ACID,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
Cc1cc(NC(=O)NCC2COc3ccccc3C2)no1,288.1343,1,164.69,"1-(3,4-dihydro-2H-1-benzopyran-3-ylmethyl)-3-(5-methyl-1,2-oxazol-3-yl)urea",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
Cc1cc(NC(=O)NCC2COc3ccccc3C2)no1,310.1162,1,170.67,"1-(3,4-dihydro-2H-1-benzopyran-3-ylmethyl)-3-(5-methyl-1,2-oxazol-3-yl)urea",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,METLIN
Cc1ccc2oc(C(=O)N3CCOC(C)C3)cc(=O)c2c1,288.123,1,169.2,6-methyl-2-(2-methylmorpholine-4-carbonyl)chromen-4-one,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
N#CC(C#N)=C1C=C(c2cccs2)Oc2ccccc21,277.043,1,164.12,2-[2-(thiophen-2-yl)chromen-4-ylidene]propanedinitrile,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
N#CC(C#N)=C1C=C(c2cccs2)Oc2ccccc21,275.0285,-1,157.48,2-[2-(thiophen-2-yl)chromen-4-ylidene]propanedinitrile,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(CC4CC1C(C)(C)OC2(C/C=C(/C)C(=O)O)C4O)C3=O,633.3422,1,246.4,TETRAHYDROGAMBOGIC ACID,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
CCC(C)NC(=O)c1cc2c(s1)-c1ccccc1OC2,288.1053,1,170.52,"N-(sec-butyl)-4H-thieno[3,2-c]chromene-2-carboxamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
CCC(C)NC(=O)c1cc2c(s1)-c1ccccc1OC2,310.0872,1,189.95,"N-(sec-butyl)-4H-thieno[3,2-c]chromene-2-carboxamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,METLIN
Cc1cc(C)c(NC(=O)C2COc3ccccc3C2)c(C)c1,296.1645,1,168.9,"N-(2,4,6-trimethylphenyl)-3,4-dihydro-2H-1-benzopyran-3-carboxamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
Cc1cc(C)c(NC(=O)C2COc3ccccc3C2)c(C)c1,318.1464,1,178.53,"N-(2,4,6-trimethylphenyl)-3,4-dihydro-2H-1-benzopyran-3-carboxamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,METLIN
Cc1cc(C)c(NC(=O)C2COc3ccccc3C2)c(C)c1,294.15,-1,173.97,"N-(2,4,6-trimethylphenyl)-3,4-dihydro-2H-1-benzopyran-3-carboxamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
Cc1nc2ncnn2c(C)c1CCC(=O)NC1CCOc2ccccc21,352.1768,1,184.92,"N-(3,4-dihydro-2H-1-benzopyran-4-yl)-3-{5,7-dimethyl-[1,2,4]triazolo[1,5-a]pyrimidin-6-yl}propanamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
Cc1nc2ncnn2c(C)c1CCC(=O)NC1CCOc2ccccc21,350.1622,-1,193.83,"N-(3,4-dihydro-2H-1-benzopyran-4-yl)-3-{5,7-dimethyl-[1,2,4]triazolo[1,5-a]pyrimidin-6-yl}propanamide",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
CCN1C(=O)c2oc3ccccc3c(=O)c2C1c1cc(OC)c(OC)c(OC)c1,396.1442,1,193.42,"2-ethyl-1-(3,4,5-trimethoxyphenyl)-1H-chromeno[2,3-c]pyrrole-3,9-dione",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
CCN1C(=O)c2oc3ccccc3c(=O)c2C1c1cc(OC)c(OC)c(OC)c1,418.1261,1,198.71,"2-ethyl-1-(3,4,5-trimethoxyphenyl)-1H-chromeno[2,3-c]pyrrole-3,9-dione",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,METLIN
CCN1C(=O)c2oc3ccccc3c(=O)c2C1c1cc(OC)c(OC)c(OC)c1,394.1296,-1,187.03,"2-ethyl-1-(3,4,5-trimethoxyphenyl)-1H-chromeno[2,3-c]pyrrole-3,9-dione",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
COCCNC(=O)c1cc(=O)c2cc(C)ccc2o1,262.1074,1,160.64,N-(2-methoxyethyl)-6-methyl-4-oxochromene-2-carboxamide,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
COCCNC(=O)c1cc(=O)c2cc(C)ccc2o1,260.0928,-1,164.92,N-(2-methoxyethyl)-6-methyl-4-oxochromene-2-carboxamide,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,464.1502,1,198.21,Troglitazone,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,CCSBASE
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,440.1537,-1,194.59,Troglitazone,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,CCSBASE
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,469.0771,1,204.6,Cromolyn,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,491.0591,1,207.8,Cromolyn,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,CCSBASE
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,507.033,1,210.5,Cromolyn,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+K]+,CCSBASE
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,451.0665,1,194.1,Cromolyn,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H-H2O]+,CCSBASE
O=C(COC(=O)C1c2ccccc2Oc2ccccc21)Nc1ccc2c(c1)OCO2,404.1129,1,193.41,"[(2H-1,3-benzodioxol-5-yl)carbamoyl]methyl 9H-xanthene-9-carboxylate",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
